id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
269,7.2,0.45,0.33,2.0,0.078,6.0,23.0,0.9961,3.38,0.52,11.0,4.0
270,6.6,0.67,0.02,2.2,0.09,11.0,52.0,0.9973,3.29,0.63,11.8,6.0
271,8.1,0.5,0.32,2.1,0.092,12.0,24.0,0.9959,3.3,0.66,9.4,6.0
272,7.4,0.36,0.21,2.2,0.077,10.0,24.0,0.99531,3.26,0.53,11.2,7.0
273,6.8,0.64,0.0,1.5,0.088,7.0,15.0,0.99616,3.53,0.54,9.0,6.0
274,7.4,0.31,0.3,2.1,0.0579999999999999,17.0,27.0,0.9969,3.56,0.77,11.3,6.0
275,7.8,0.66,0.13,2.2,0.07,20.0,44.0,0.99774,3.52,0.47,9.8,6.0
276,7.9,0.57,0.02,1.8,0.076,30.0,106.0,0.9996,3.39,0.72,9.6,5.0
277,6.7,0.52,0.05,1.9,0.075,6.0,22.0,0.99554,3.39,0.6,10.5,4.0
278,7.5,0.58,0.02,1.8,0.08,4.0,11.0,0.9967,3.37,0.57,10.7,7.0
279,8.2,0.37,0.32,1.8,0.091,8.0,89.0,0.9981,3.31,0.49,9.5,5.0
280,7.3,0.51,0.08,2.2,0.079,19.0,47.0,0.99538,3.31,0.59,11.1,4.0
281,11.3,0.31,0.49,2.2,0.0559999999999999,19.0,34.0,1.0004,3.14,0.57,9.7,6.0
282,9.5,0.24,0.36,1.8,0.065,11.0,20.0,0.99564,3.2,0.6,11.8,8.0
283,8.2,0.57,0.28,1.6,0.077,6.0,19.0,0.9966,3.38,0.6,11.3,7.0
284,7.2,0.6,0.03,6.0,0.093,18.0,28.0,0.9972,3.45,0.74,10.9,6.0
285,7.5,0.64,0.02,2.3,0.072,6.0,18.0,0.9963,3.44,0.59,9.1,5.0
286,9.8,0.65,0.24,1.9,0.079,27.0,61.0,0.9958,3.36,0.55,10.1,6.0
287,8.1,0.43,0.3,2.1,0.075,19.0,49.0,0.998,3.28,1.18,9.4,6.0
288,7.2,0.77,0.0,2.1,0.079,3.0,12.0,0.9972,3.38,0.5,10.6,4.0
289,7.3,0.39,0.39,2.0,0.071,26.0,59.0,0.99458,3.26,0.56,9.2,5.0
290,8.7,0.45,0.49,2.6,0.074,5.0,12.0,0.99498,3.19,0.54,11.7,7.0
291,9.1,0.5,0.33,2.0,0.076,6.0,30.0,0.996,3.27,0.57,11.0,5.0
292,6.8,0.59,0.08,2.1,0.069,20.0,49.0,0.9972,3.3,0.56,9.6,5.0
293,8.9,0.36,0.3,1.9,0.0819999999999999,5.0,12.0,0.9967,3.38,0.59,11.3,7.0
294,8.7,0.66,0.21,2.0,0.079,6.0,14.0,0.9988,3.27,0.52,10.5,6.0
295,8.3,0.58,0.29,2.7,0.079,6.0,32.0,0.9983,2.94,0.61,9.9,5.0
296,6.4,0.61,0.08,1.8,0.0819999999999999,34.0,52.0,0.99498,3.34,0.49,9.9,5.0
297,7.6,0.56,0.0,1.9,0.074,24.0,49.0,0.9968,3.49,0.56,10.1,5.0
298,8.4,0.52,0.21,2.4,0.074,20.0,122.0,0.99648,3.15,0.63,9.3,5.0
299,7.3,0.55,0.24,2.0,0.08,11.0,119.0,0.9959,3.31,0.85,9.6,7.0
300,7.0,0.51,0.12,2.1,0.054,9.0,35.0,0.9962,3.38,0.44,10.7,7.0
301,8.9,0.39,0.14,1.8,0.08,6.0,13.0,0.99565,3.4,0.58,10.6,5.0
302,8.4,0.52,0.24,2.3,0.078,15.0,91.0,0.9974,3.32,0.62,9.8,5.0
303,8.4,0.36,0.46,2.0,0.046,32.0,44.0,0.9976,3.22,0.52,9.5,5.0
304,7.9,0.74,0.14,2.3,0.078,19.0,58.0,0.99648,3.36,0.51,9.5,5.0
305,6.8,0.53,0.05,2.4,0.077,14.0,31.0,0.9972,3.39,0.71,10.8,6.0
306,7.6,0.24,0.47,1.5,0.079,5.0,12.0,0.9994,3.39,0.6,9.5,5.0
307,6.7,0.58,0.06,2.2,0.07,6.0,12.0,0.99648,3.35,0.54,10.6,6.0
308,8.3,0.39,0.33,2.1,0.073,10.0,23.0,0.9972,3.39,0.5,11.7,6.0
309,7.2,0.54,0.24,2.2,0.066,25.0,59.0,0.998,3.44,0.48,9.4,5.0
310,9.1,0.3,0.49,2.3,0.071,8.0,19.0,0.9974,3.3,0.7,10.9,5.0
311,6.9,0.49,0.0,1.9,0.064,14.0,42.0,0.99576,3.44,0.63,12.2,7.0
312,8.3,0.33,0.29,2.2,0.0969999999999999,6.0,15.0,0.9963,3.25,0.53,9.4,6.0
313,7.2,0.6,0.49,2.5,0.0969999999999999,48.0,100.0,0.998,3.26,0.67,9.4,5.0
314,6.7,0.5,0.02,2.1,0.078,6.0,16.0,0.99745,3.34,0.6,11.6,7.0
315,8.9,0.32,0.3,2.6,0.0819999999999999,14.0,38.0,0.996,3.16,0.6,10.7,5.0
316,7.3,0.58,0.15,2.1,0.076,26.0,60.0,0.9976,3.39,0.55,9.7,5.0
317,7.6,0.3,0.26,1.9,0.074,27.0,67.0,0.99718,3.35,0.55,9.0,6.0
318,9.7,0.39,0.36,1.8,0.078,16.0,44.0,0.9974,3.2,0.56,9.7,6.0
319,7.6,0.67,0.0,1.7,0.076,6.0,16.0,0.99839,3.27,0.63,9.5,6.0
320,7.0,0.61,0.19,1.4,0.072,16.0,86.0,0.9963,3.1,0.52,9.6,4.0
321,8.2,0.53,0.32,2.6,0.079,7.0,17.0,0.997,3.6,0.54,10.3,6.0
322,7.5,0.59,0.09,3.0,0.068,9.0,19.0,0.9968,3.14,0.56,9.9,5.0
323,7.2,0.57,0.02,1.7,0.08,17.0,44.0,0.99538,3.16,0.63,10.2,5.0
324,8.3,0.48,0.24,1.9,0.079,19.0,44.0,0.99584,3.4,0.62,10.7,7.0
325,8.0,0.41,0.3,1.8,0.0579999999999999,10.0,46.0,0.99576,3.28,0.64,10.3,6.0
326,6.9,0.59,0.13,2.4,0.08,28.0,38.0,0.99648,3.25,0.62,10.2,6.0
327,7.5,0.38,0.46,2.0,0.086,19.0,50.0,0.9984,3.3,0.59,9.5,5.0
328,8.9,0.54,0.18,2.6,0.071,16.0,86.0,0.99498,3.21,0.53,9.7,4.0
329,7.9,0.52,0.31,2.2,0.083,11.0,47.0,0.99489,3.21,0.58,11.3,6.0
330,7.1,0.6,0.0,1.8,0.068,3.0,13.0,0.9976,3.45,0.63,9.7,5.0
331,8.3,0.52,0.21,2.5,0.087,14.0,24.0,0.9962,3.28,0.49,11.6,7.0
332,7.5,0.35,0.42,2.2,0.062,11.0,31.0,0.9965,3.25,0.65,11.2,6.0
333,12.5,0.32,0.43,2.6,0.084,8.0,47.0,0.9956,3.16,0.76,11.3,6.0
334,7.3,0.56,0.03,1.8,0.077,8.0,20.0,0.99708,3.51,0.55,10.8,5.0
335,7.2,0.5,0.28,2.0,0.085,16.0,40.0,0.99637,3.12,0.57,10.3,6.0
336,7.8,0.64,0.03,1.8,0.074,29.0,65.0,0.99444,3.56,0.45,9.7,6.0
337,10.8,0.61,0.35,2.4,0.079,7.0,65.0,0.99458,3.12,0.54,10.0,6.0
338,7.6,0.66,0.0,1.8,0.084,6.0,14.0,0.9956,3.42,0.63,9.4,6.0
339,6.4,0.59,0.05,1.8,0.0819999999999999,18.0,46.0,0.99448,3.6,0.54,10.4,6.0
340,10.8,0.32,0.48,2.1,0.071,13.0,37.0,0.99668,3.31,0.72,9.8,6.0
341,8.7,0.36,0.24,2.1,0.069,10.0,37.0,0.99498,3.48,0.77,9.2,5.0
342,8.4,0.18,0.42,1.9,0.0819999999999999,12.0,60.0,0.9968,3.2,0.6,9.5,5.0
343,10.2,0.34,0.24,5.5,0.049,10.0,20.0,0.9976,3.31,0.67,10.4,6.0
344,7.9,0.46,0.3,1.8,0.068,21.0,64.0,0.9982,3.22,0.57,9.5,5.0
345,7.2,0.56,0.0,2.0,0.0819999999999999,26.0,43.0,0.9996,3.15,0.58,10.9,5.0
346,9.0,0.43,0.4,2.0,0.081,10.0,33.0,0.99745,3.26,1.08,10.6,6.0
347,8.2,0.56,0.12,2.3,0.071,14.0,86.0,0.9988,3.28,0.86,9.8,5.0
348,5.0,0.78,0.0,2.2,0.068,15.0,50.0,0.99397,3.35,0.6,12.0,7.0
349,8.6,0.42,0.32,2.3,0.081,6.0,13.0,0.9978,3.26,0.82,9.1,5.0
350,6.7,0.67,0.1,1.7,0.077,10.0,26.0,0.99418,3.36,0.46,10.1,5.0
351,7.2,0.66,0.12,2.6,0.0819999999999999,21.0,94.0,0.9965,3.32,0.62,9.9,5.0
352,8.4,0.42,0.42,2.9,0.076,5.0,28.0,0.9987,3.28,0.74,11.3,6.0
353,8.1,0.69,0.18,2.0,0.0819999999999999,9.0,28.0,0.9974,3.34,0.68,9.9,6.0
354,7.3,0.43,0.35,4.1,0.084,26.0,77.0,0.9956,3.41,0.64,9.4,6.0
355,9.2,0.45,0.3,2.1,0.079,5.0,19.0,0.9984,3.23,0.63,11.8,7.0
356,6.8,0.56,0.01,1.8,0.062,4.0,15.0,0.99693,3.41,0.49,9.5,7.0
357,8.2,0.37,0.44,1.9,0.0559999999999999,10.0,27.0,0.99418,3.07,0.71,9.3,5.0
358,6.5,0.6,0.02,2.1,0.077,14.0,38.0,0.99708,3.51,0.56,10.5,5.0
359,9.8,0.46,0.21,1.6,0.084,6.0,22.0,0.9976,3.35,0.72,9.3,5.0
360,7.9,0.53,0.03,2.6,0.073,14.0,24.0,0.9976,3.46,0.59,11.3,6.0
361,10.1,0.28,0.53,2.4,0.09,12.0,39.0,0.99702,3.16,0.77,10.3,6.0
362,7.1,0.59,0.0,2.4,0.087,8.0,16.0,0.9974,3.45,0.74,10.5,8.0
363,6.6,0.48,0.18,2.0,0.068,16.0,32.0,0.99489,3.36,0.64,11.5,6.0
364,11.7,0.41,0.45,2.0,0.081,7.0,42.0,0.9956,3.25,0.63,10.5,6.0
365,8.9,0.24,0.48,1.9,0.095,16.0,89.0,0.99746,3.18,0.63,9.9,7.0
366,7.1,0.7,0.08,2.0,0.077,10.0,21.0,0.9972,3.1,0.46,10.9,4.0
367,7.7,0.31,0.45,4.2,0.084,9.0,45.0,0.99458,3.39,0.49,11.3,7.0
368,6.6,0.28,0.42,1.9,0.071,25.0,50.0,0.99685,3.22,0.72,11.6,6.0
369,9.4,0.49,0.24,2.0,0.079,21.0,52.0,0.99572,3.39,0.62,11.9,7.0
370,7.5,0.57,0.0,2.2,0.077,12.0,33.0,0.99728,3.34,0.64,11.5,6.0
371,8.9,0.66,0.2,1.5,0.082,7.0,40.0,0.99392,3.38,0.62,11.4,6.0
372,8.0,0.685,0.26,3.0,0.05,8.0,23.0,0.9962,3.45,0.55,12.7,7.0
373,10.6,0.5,0.49,2.0,0.087,6.0,19.0,0.9982,3.29,0.58,9.5,5.0
374,10.0,0.4,0.24,2.1,0.079,15.0,27.0,0.9987,3.4,0.51,11.4,5.0
375,8.2,0.42,0.42,2.0,0.077,14.0,32.0,0.9974,3.16,0.6,10.4,6.0
376,9.2,0.51,0.24,2.2,0.0579999999999999,8.0,23.0,0.9994,3.3,0.57,10.7,6.0
377,10.2,0.37,0.49,2.2,0.096,20.0,47.0,0.9972,3.29,0.61,10.9,7.0
378,7.7,0.38,0.36,2.3,0.076,17.0,47.0,0.9986,3.43,0.68,9.5,5.0
379,6.4,0.53,0.13,2.3,0.091,13.0,34.0,0.9959,3.61,0.6,10.7,8.0
380,7.0,0.685,0.0,1.7,0.067,8.0,23.0,0.9977,3.42,0.55,9.9,5.0
381,7.8,0.58,0.0,2.1,0.08,11.0,23.0,0.99744,3.51,0.58,10.4,5.0
382,8.3,0.64,0.46,2.6,0.114,12.0,28.0,0.99733,3.2,0.82,11.8,6.0
383,7.7,0.635,0.17,1.8,0.074,5.0,15.0,0.99735,3.35,0.62,10.9,5.0
384,7.7,0.55,0.21,2.1,0.084,20.0,110.0,0.9972,3.44,0.65,9.5,6.0
385,7.9,0.67,0.0,1.8,0.073,15.0,65.0,0.9964,3.3,0.6,9.9,5.0
386,7.1,0.46,0.26,2.6,0.072,11.0,63.0,0.997,3.49,0.54,9.2,5.0
387,9.3,0.39,0.39,2.1,0.08,8.0,16.0,0.9994,3.21,0.54,9.4,6.0
388,7.8,0.55,0.15,2.5,0.079,16.0,29.0,0.9952,3.41,0.67,9.3,5.0
389,8.9,0.69,0.04,1.9,0.094,23.0,84.0,0.9979,3.29,0.69,9.2,6.0
390,6.7,0.62,0.0,3.7,0.107,7.0,27.0,0.9967,3.14,0.53,11.6,5.0
391,7.2,0.49,0.0,1.9,0.067,8.0,16.0,0.9982,3.54,0.75,9.2,5.0
392,8.9,0.43,0.32,2.0,0.084,14.0,61.0,0.9982,3.28,0.62,9.6,6.0
393,6.6,0.66,0.13,2.1,0.061,12.0,31.0,0.9988,3.2,0.57,10.5,6.0
394,7.1,0.51,0.25,2.4,0.078,12.0,71.0,0.99538,3.37,0.52,9.4,6.0
395,6.9,0.5,0.0,2.0,0.0579999999999999,3.0,15.0,0.9983,3.41,0.58,11.8,6.0
396,7.5,0.42,0.14,2.1,0.077,21.0,112.0,0.9972,3.51,0.63,9.5,6.0
397,7.8,0.43,0.14,2.6,0.074,16.0,44.0,0.9967,3.19,0.56,9.8,6.0
398,8.9,0.43,0.33,2.1,0.078,26.0,65.0,0.99768,3.35,0.6,9.6,6.0
399,8.7,0.48,0.24,2.0,0.061,5.0,15.0,0.9984,3.27,0.53,9.4,5.0
400,7.8,0.6,0.18,2.1,0.078,8.0,18.0,0.99588,3.39,0.44,9.5,7.0
401,8.5,0.54,0.23,2.4,0.1,5.0,14.0,0.9964,3.28,0.58,9.8,6.0
402,8.8,0.58,0.15,1.6,0.048,6.0,11.0,0.99572,3.36,0.54,9.3,5.0
403,12.7,0.35,0.66,2.7,0.078,6.0,16.0,0.9978,3.17,0.53,9.7,6.0
404,7.3,0.59,0.04,2.2,0.074,14.0,38.0,0.9963,3.43,0.62,9.4,5.0
405,6.4,0.38,0.35,1.8,0.079,6.0,27.0,0.9971,3.28,0.52,9.5,5.0
406,7.5,0.3,0.59,2.2,0.077,29.0,89.0,0.9968,3.27,1.13,9.5,5.0
407,7.2,0.38,0.4,4.65,0.0819999999999999,18.0,38.0,0.9963,3.44,0.64,9.2,5.0
408,10.6,0.5,0.49,4.8,0.094,14.0,28.0,0.9988,3.2,0.75,10.0,4.0
409,7.3,0.62,0.0,1.9,0.103,10.0,32.0,0.9967,3.58,0.54,12.5,6.0
410,8.6,0.685,0.1,2.3,0.079,6.0,20.0,0.9972,3.43,0.51,9.8,6.0
411,6.5,0.59,0.09,1.7,0.093,6.0,15.0,0.9976,3.42,0.43,10.6,6.0
412,7.5,0.62,0.02,2.1,0.0819999999999999,6.0,18.0,0.99694,3.32,0.58,10.8,8.0
413,9.2,0.46,0.31,1.8,0.071,11.0,22.0,0.99672,3.38,0.62,9.8,5.0
414,7.2,0.53,0.15,2.1,0.083,11.0,47.0,0.9968,3.34,0.62,9.6,5.0
415,7.3,0.48,0.19,2.8,0.064,4.0,12.0,0.9978,3.31,0.62,9.5,5.0
416,10.0,0.39,0.39,2.5,0.064,32.0,64.0,0.9994,3.09,0.68,9.4,4.0
417,7.2,0.69,0.19,2.0,0.0819999999999999,8.0,31.0,0.99498,3.2,0.65,9.4,5.0
418,7.5,0.82,0.03,2.0,0.091,29.0,62.0,0.9979,3.36,0.72,10.2,7.0
419,7.3,0.66,0.06,2.0,0.076,15.0,35.0,0.997,3.47,0.61,9.5,5.0
420,8.0,0.45,0.3,2.2,0.07,4.0,12.0,0.9994,3.45,0.73,10.0,6.0
421,11.9,0.18,0.51,2.3,0.07,5.0,14.0,0.99418,3.28,0.72,12.2,7.0
422,9.0,0.56,0.32,2.1,0.081,6.0,28.0,0.9973,3.34,0.56,11.2,6.0
423,7.7,0.48,0.12,1.9,0.067,9.0,20.0,0.99448,3.39,0.55,9.4,6.0
424,7.0,0.5,0.07,2.3,0.062,12.0,22.0,0.9958,3.47,0.51,9.5,6.0
425,7.9,0.52,0.26,1.8,0.077,28.0,55.0,0.99616,3.31,0.52,9.8,4.0
426,7.2,0.68,0.02,1.8,0.084,17.0,92.0,0.9968,3.47,0.67,9.9,5.0
427,9.8,0.46,0.21,2.1,0.079,10.0,32.0,0.9972,3.28,0.51,9.5,6.0
428,8.1,0.38,0.52,1.8,0.08,12.0,24.0,0.9992,3.14,0.82,11.4,5.0
429,6.9,0.48,0.01,1.8,0.076,7.0,15.0,0.99534,3.19,0.54,9.2,6.0
430,7.8,0.49,0.13,1.7,0.073,9.0,18.0,0.9962,3.21,0.62,9.7,5.0
431,8.6,0.42,0.49,1.6,0.079,15.0,39.0,0.9994,3.36,0.53,12.6,7.0
432,8.2,0.39,0.43,1.8,0.088,7.0,24.0,0.99562,3.2,0.82,12.3,6.0
433,7.2,0.63,0.29,2.2,0.0819999999999999,9.0,29.0,0.9976,3.39,0.55,9.5,5.0
434,9.4,0.59,0.11,2.1,0.077,24.0,58.0,0.9956,3.31,0.68,10.3,5.0
435,9.1,0.695,0.19,2.3,0.0819999999999999,11.0,24.0,0.99745,3.43,0.52,10.4,6.0
436,6.9,0.36,0.42,2.2,0.078,17.0,45.0,0.9962,3.1,0.55,12.7,6.0
437,10.6,0.39,0.39,2.3,0.073,19.0,27.0,0.9955,3.22,1.17,9.4,5.0
438,9.3,0.74,0.06,1.9,0.073,3.0,8.0,0.9948,3.5,0.67,11.0,8.0
439,7.6,0.685,0.1,2.9,0.074,17.0,43.0,0.9976,3.17,0.59,9.0,6.0
440,11.6,0.38,0.49,1.9,0.077,6.0,21.0,0.9991,3.15,0.71,9.4,5.0
441,6.7,0.43,0.49,1.9,0.084,16.0,27.0,0.99332,3.36,0.87,12.3,6.0
442,12.9,0.49,0.49,2.3,0.077,6.0,22.0,0.9976,3.36,0.49,10.5,6.0
443,7.3,0.45,0.25,2.5,0.0819999999999999,10.0,24.0,0.9987,3.42,0.62,10.3,5.0
444,9.2,0.28,0.49,3.0,0.079,8.0,19.0,0.9971,3.22,0.56,10.5,7.0
445,7.6,0.69,0.02,2.1,0.074,9.0,28.0,0.9972,3.43,0.73,9.5,6.0
446,9.1,0.43,0.33,1.9,0.067,5.0,12.0,0.9972,3.22,0.7,9.4,5.0
447,10.8,0.58,0.23,1.7,0.071,20.0,49.0,0.9982,3.22,0.62,9.5,6.0
448,8.9,0.66,0.15,2.0,0.077,17.0,41.0,0.99635,3.17,0.62,9.8,8.0
449,7.2,0.42,0.2,2.6,0.092,23.0,44.0,0.99448,3.5,0.63,9.0,5.0
450,9.9,0.33,0.39,2.3,0.079,17.0,44.0,0.9986,3.22,0.55,9.5,5.0
451,7.2,0.68,0.1,2.0,0.095,19.0,35.0,0.995,3.27,0.45,10.8,7.0
452,8.1,0.31,0.51,2.1,0.064,5.0,23.0,0.99599,3.26,0.49,10.9,5.0
453,8.6,0.24,0.31,2.5,0.087,21.0,53.0,0.9964,3.27,0.87,9.3,5.0
454,8.0,0.57,0.28,2.0,0.062,11.0,40.0,0.9964,3.4,0.62,9.5,6.0
455,7.7,0.44,0.24,1.7,0.075,5.0,20.0,0.9988,3.16,0.5,9.6,5.0
456,7.6,0.52,0.15,2.0,0.08,17.0,72.0,0.99616,3.51,0.54,9.7,6.0
457,9.3,0.31,0.49,2.5,0.0819999999999999,6.0,23.0,0.9998,3.12,0.85,10.0,8.0
458,11.6,0.38,0.45,2.8,0.09,14.0,37.0,0.9983,3.17,0.57,9.2,5.0
459,8.9,0.63,0.09,2.2,0.086,13.0,50.0,0.9962,3.22,0.57,9.6,5.0
460,8.6,0.48,0.42,2.1,0.078,23.0,121.0,0.9976,3.28,0.58,9.2,5.0
461,8.5,0.39,0.39,2.6,0.074,13.0,48.0,0.9968,3.17,0.57,9.5,5.0
462,9.1,0.42,0.52,2.2,0.074,6.0,29.0,0.9974,3.32,0.63,11.3,5.0
463,10.6,0.27,0.48,2.6,0.078,5.0,12.0,0.9974,3.29,0.44,9.9,6.0
464,6.8,0.6,0.0,1.9,0.071,18.0,41.0,0.99656,3.44,0.44,9.3,6.0
465,7.1,0.46,0.11,2.2,0.077,9.0,17.0,0.99538,3.38,0.48,11.7,3.0
466,10.8,0.3,0.32,2.4,0.095,9.0,33.0,0.99656,3.42,0.62,9.3,5.0
467,6.0,0.59,0.0,2.0,0.0819999999999999,6.0,12.0,0.997,3.53,0.6,11.7,7.0
468,6.5,0.61,0.0,2.0,0.074,18.0,52.0,0.9956,3.4,0.56,9.6,6.0
469,8.3,0.41,0.46,1.1,0.077,6.0,27.0,0.9955,3.27,0.58,9.5,5.0
470,9.1,0.31,0.64,2.2,0.093,17.0,37.0,0.99672,3.29,0.82,10.5,5.0
471,7.5,0.52,0.12,1.9,0.077,15.0,28.0,0.9984,3.18,0.64,9.5,5.0
472,8.5,0.42,0.39,2.0,0.0819999999999999,17.0,44.0,0.99786,3.16,0.48,10.7,5.0
473,7.8,0.66,0.01,1.9,0.077,15.0,23.0,0.9968,3.32,0.52,9.5,5.0
474,10.8,0.42,0.49,1.9,0.078,8.0,19.0,0.99522,3.17,0.81,11.5,6.0
475,8.7,0.59,0.24,1.7,0.071,11.0,88.0,0.99704,3.24,0.58,9.5,5.0
476,6.4,0.3,0.04,1.7,0.093,13.0,31.0,0.9982,3.55,0.58,9.3,5.0
477,7.4,0.55,0.1,2.0,0.063,32.0,52.0,0.99572,3.17,0.78,10.9,5.0
478,6.8,0.68,0.0,2.4,0.06,5.0,14.0,0.99396,3.52,0.53,12.0,7.0
479,8.9,0.32,0.51,1.9,0.067,9.0,21.0,0.9984,3.31,0.84,9.5,5.0
480,7.1,0.745,0.0,3.4,0.0819999999999999,7.0,38.0,0.99593,3.37,0.52,10.4,6.0
481,7.3,0.49,0.06,3.0,0.078,6.0,20.0,0.9962,3.27,0.66,9.4,3.0
482,8.0,0.31,0.52,1.8,0.05,10.0,28.0,0.9966,3.3,0.54,9.4,8.0
483,6.8,0.725,0.14,2.6,0.066,13.0,26.0,0.99388,3.51,0.52,12.5,7.0
484,7.9,0.725,0.21,2.6,0.07,29.0,65.0,0.9997,3.41,0.71,9.9,6.0
485,9.2,0.59,0.1,3.0,0.064,15.0,32.0,0.99708,3.41,0.61,12.2,7.0
486,7.5,0.49,0.39,2.2,0.077,9.0,17.0,0.99562,3.19,0.71,12.7,7.0
487,9.3,0.56,0.29,2.2,0.078,27.0,60.0,0.9968,3.16,0.75,9.6,5.0
488,7.9,0.74,0.0,1.9,0.08,24.0,44.0,0.9988,3.27,0.56,9.7,6.0
489,10.1,0.41,0.33,2.3,0.104,5.0,9.0,0.9974,3.28,0.6,9.5,5.0
490,7.4,0.66,0.0,2.0,0.077,9.0,44.0,0.99743,3.45,0.6,9.7,6.0
491,9.3,0.29,0.43,2.0,0.0819999999999999,6.0,15.0,0.9982,3.16,0.75,10.4,6.0
492,8.1,0.74,0.21,2.0,0.078,8.0,29.0,0.9965,3.27,0.73,11.3,7.0
493,11.3,0.58,0.49,2.3,0.079,3.0,7.0,1.0002,3.08,0.62,9.5,6.0
494,6.4,0.46,0.03,2.2,0.077,12.0,27.0,0.99576,3.55,0.73,12.0,7.0
495,7.2,0.54,0.06,1.6,0.074,10.0,23.0,0.9972,3.37,0.61,9.6,6.0
496,7.4,0.62,0.0,1.9,0.068,6.0,14.0,0.99508,3.37,0.89,12.3,6.0
497,6.8,0.58,0.0,2.3,0.08,5.0,14.0,0.9974,3.48,0.62,9.7,5.0
498,9.1,0.69,0.04,2.2,0.079,9.0,20.0,0.99552,3.25,0.58,10.4,6.0
499,6.8,0.59,0.0,2.0,0.076,5.0,16.0,0.99494,3.36,0.59,9.1,6.0
500,10.9,0.69,0.22,2.2,0.075,3.0,10.0,0.99576,3.26,0.72,12.4,8.0
501,7.8,0.57,0.0,2.3,0.073,5.0,12.0,0.9974,3.45,0.72,9.8,6.0
502,7.0,0.58,0.0,2.1,0.078,28.0,54.0,0.9972,3.34,0.56,9.3,6.0
503,8.5,0.4,0.23,2.0,0.09,9.0,42.0,0.99668,3.39,0.61,9.8,5.0
504,8.9,0.645,0.2,1.7,0.0819999999999999,12.0,39.0,0.9966,3.33,0.73,10.0,6.0
505,7.5,0.61,0.04,1.8,0.074,18.0,40.0,0.9962,3.39,0.69,9.4,6.0
506,6.8,0.56,0.02,1.8,0.098,17.0,35.0,0.9962,3.35,0.57,10.7,6.0
507,7.6,0.63,0.05,2.4,0.095,19.0,42.0,0.99716,3.39,0.59,10.4,6.0
508,9.4,0.41,0.51,1.5,0.095,11.0,36.0,0.9986,3.16,0.67,9.6,6.0
509,8.8,0.45,0.49,2.1,0.0819999999999999,29.0,52.0,0.9976,3.34,0.6,9.5,5.0
510,12.6,0.51,0.42,2.9,0.078,8.0,31.0,0.9988,3.18,0.62,9.4,6.0
511,7.8,0.29,0.57,2.3,0.074,21.0,49.0,0.9964,3.4,0.59,9.5,5.0
512,7.4,0.42,0.42,2.1,0.079,3.0,9.0,0.99489,3.44,0.51,11.5,7.0
513,6.9,0.59,0.02,2.0,0.084,11.0,47.0,0.9964,3.36,0.56,9.5,5.0
514,8.7,0.6,0.0,1.8,0.077,3.0,10.0,0.9988,3.26,0.62,9.5,5.0
515,7.7,0.55,0.22,2.1,0.084,7.0,33.0,0.99652,3.34,0.54,9.5,5.0
516,7.4,0.59,0.23,2.4,0.074,29.0,54.0,0.99736,3.43,0.54,11.2,7.0
517,6.8,0.53,0.02,2.2,0.08,9.0,44.0,0.9988,3.54,0.59,9.5,5.0
518,7.0,0.65,0.0,2.1,0.068,18.0,37.0,0.99494,3.43,0.54,11.4,5.0
519,8.3,0.24,0.49,1.8,0.08,8.0,19.0,0.99702,3.33,0.61,9.5,5.0
520,8.3,0.59,0.16,1.8,0.073,10.0,62.0,0.9986,3.44,0.65,9.7,5.0
521,10.4,0.34,0.69,2.6,0.09,5.0,38.0,0.9947,3.02,0.52,10.4,6.0
522,7.1,0.62,0.22,2.0,0.078,31.0,59.0,0.9982,3.18,0.52,9.5,5.0
523,8.6,0.46,0.0,1.7,0.0559999999999999,6.0,14.0,0.99774,3.34,0.57,9.4,4.0
524,7.3,0.41,0.49,2.1,0.074,12.0,60.0,0.9959,3.4,0.54,10.2,6.0
525,7.0,0.78,0.03,2.5,0.071,4.0,11.0,0.99622,3.59,0.52,9.3,5.0
526,6.4,0.49,0.2,2.0,0.074,6.0,18.0,0.9958,3.38,0.49,9.6,5.0
527,8.9,0.54,0.15,3.8,0.072,17.0,60.0,0.9956,3.27,0.65,9.4,6.0
528,9.1,0.5,0.36,2.0,0.064,4.0,15.0,0.9948,3.16,1.36,10.0,6.0
529,7.7,0.69,0.0,2.1,0.079,5.0,19.0,0.9965,3.5,0.53,11.0,7.0
530,5.2,0.66,0.0,2.4,0.077,14.0,86.0,0.9972,3.27,0.56,11.0,5.0
531,9.3,0.7,0.24,1.7,0.07,13.0,39.0,0.9958,3.35,0.63,9.9,6.0
532,10.5,0.31,0.49,2.1,0.076,9.0,28.0,0.9978,3.19,0.63,11.6,6.0
533,7.0,0.57,0.03,2.0,0.09,6.0,28.0,0.9986,3.27,0.43,9.5,6.0
534,7.3,0.47,0.29,2.5,0.081,16.0,37.0,0.99566,3.16,0.57,9.8,5.0
535,7.0,0.52,0.28,4.8,0.0819999999999999,20.0,119.0,0.9964,3.31,0.53,9.8,5.0
536,7.2,0.43,0.3,2.1,0.079,18.0,88.0,0.99489,3.19,0.64,9.9,5.0
537,7.7,0.31,0.3,2.2,0.076,6.0,14.0,0.99546,3.38,0.62,11.3,6.0
538,7.5,0.66,0.17,2.4,0.07,14.0,64.0,0.99458,3.21,0.59,9.4,5.0
